date,open,high,low,close
2012-09-04,1.966,2.0218,1.921,1.921
2012-09-05,1.9306,1.9473,1.857,1.9473
2012-09-06,1.9395,2.0222,1.93,1.946
2012-09-07,1.996,2.0,1.9,2.0
2012-09-10,2.0023,2.0294,1.8986,1.8986
2012-09-11,1.8763,1.897,1.8723,1.878
2012-09-12,1.94,1.9596,1.8838,1.9596
2012-09-13,1.9876,2.0359,1.9745,2.0004
2012-09-14,2.0,2.1429,1.9846,2.034
2012-09-17,2.162,2.2299,2.1305,2.2128
2012-09-18,2.1698,2.1698,2.0886,2.1556
2012-09-19,2.0937,2.139,2.08,2.08
2012-09-20,2.13,2.2,2.1041,2.11
2012-09-21,2.1287,2.1538,1.9927,2.0847
2012-09-24,2.0326,2.1689,1.97,2.051
2012-09-25,1.9604,2.0443,1.863,1.863
2012-09-26,1.868,1.9536,1.852,1.865
2012-09-27,1.9215,1.9615,1.9,1.9262
2012-09-28,1.9416,2.0555,1.9416,2.039
2012-10-01,2.0595,2.0595,1.9852,1.995
2012-10-02,2.014,2.0793,1.9808,2.0793
2012-10-03,2.0702,2.0702,1.9993,2.0302
2012-10-04,2.0,2.0987,1.92,2.04
2012-10-05,2.0,2.0,1.958,1.989
2012-10-08,1.931,2.02,1.931,2.02
2012-10-09,2.0355,2.0355,1.9533,1.9729
2012-10-10,1.9179,2.0091,1.9179,1.9284
2012-10-11,2.0119,2.0119,1.8919,1.961
2012-10-12,1.947,1.9819,1.8414,1.9097
2012-10-15,1.888,1.89,1.8246,1.861
2012-10-16,1.9185,1.9416,1.8771,1.9416
2012-10-17,1.9172,2.0008,1.8555,2.0008
2012-10-18,1.9394,1.957,1.887,1.9114
2012-10-19,1.9156,1.9156,1.85,1.8641
2012-10-22,1.881,1.9317,1.829,1.8624
2012-10-23,1.9029,1.9796,1.8306,1.9796
2012-10-24,1.9885,1.9885,1.8284,1.883
2012-10-25,1.8692,1.8937,1.84,1.8652
2012-10-26,1.9019,1.9184,1.8826,1.8826
2012-10-30,1.9181,1.9325,1.8572,1.8888
2012-10-31,1.8529,1.91,1.829,1.885
2012-11-01,1.9053,2.057,1.9053,2.0026
2012-11-02,1.9909,1.9909,1.9456,1.9458
2012-11-05,2.0276,2.2,2.0142,2.2
2012-11-06,2.1251,2.14,2.0572,2.086
2012-11-07,2.1372,2.2192,2.118,2.1912
2012-11-08,2.1048,2.1381,2.0966,2.1381
2012-11-09,2.08,2.115,2.06,2.0801
2012-11-12,2.0842,2.192,2.0182,2.1501
2012-11-13,2.172,2.1974,2.067,2.1875
2012-11-14,2.2325,2.2325,2.1475,2.155
2012-11-15,2.1644,2.184,2.0707,2.1213
2012-11-16,2.1667,2.2002,2.0482,2.1262
2012-11-19,2.178,2.3027,2.1279,2.3027
2012-11-20,2.2933,2.2933,2.2,2.2
2012-11-21,2.272,2.272,2.1667,2.1667
2012-11-23,2.2755,2.2755,2.1284,2.166
2012-11-26,2.2,2.2379,2.125,2.2208
2012-11-27,2.148,2.207,2.148,2.1777
2012-11-28,2.1642,2.291,2.1642,2.2721
2012-11-29,2.324,2.3778,2.265,2.265
2012-11-30,2.33,2.33,2.2626,2.2842
2012-12-03,2.3206,2.4219,2.2982,2.357
2012-12-04,2.278,2.36,2.278,2.31
2012-12-05,2.3176,2.341,2.268,2.341
2012-12-06,2.2828,2.35,2.2686,2.28
2012-12-07,2.3949,2.3986,2.301,2.301
2012-12-10,2.3627,2.44,2.3449,2.3756
2012-12-11,2.3728,2.463,2.3728,2.463
2012-12-12,2.3759,2.4727,2.3759,2.3917
2012-12-13,2.373,2.4688,2.2793,2.3377
2012-12-14,2.3123,2.35,2.3123,2.35
2012-12-17,2.2988,2.3888,2.2988,2.3888
2012-12-18,2.309,2.387,2.307,2.374
2012-12-19,2.3571,2.4357,2.3097,2.3097
2012-12-20,2.3684,2.3684,2.35,2.3526
2012-12-21,2.3199,2.3199,2.2742,2.298
2012-12-24,2.2826,2.3683,2.2826,2.3683
2012-12-26,2.317,2.4,2.3046,2.3251
2012-12-27,2.3065,2.3065,2.298,2.298
2012-12-28,2.2704,2.304,2.2432,2.2432
2012-12-31,2.2,2.3053,2.2,2.262
2013-01-02,2.3826,2.4173,2.3649,2.4015
2013-01-03,2.4565,2.4565,2.3233,2.331
2013-01-04,2.4,2.4,2.2998,2.2998
2013-01-07,2.32,2.38,2.27,2.2927
2013-01-08,2.3,2.4,2.2888,2.3349
2013-01-09,2.3352,2.3352,2.2789,2.2933
2013-01-10,2.293,2.318,2.2392,2.2899
2013-01-11,2.3521,2.3761,2.1436,2.244
2013-01-14,2.3067,2.3067,2.25,2.3063
2013-01-15,2.2236,2.3085,2.2236,2.28
2013-01-16,2.2591,2.3569,2.2591,2.3569
2013-01-17,2.3246,2.4133,2.2626,2.403
2013-01-18,2.34,2.4197,2.267,2.3025
2013-01-21,2.348,2.3926,2.3371,2.3926
2013-01-22,2.383,2.45,2.361,2.43
2013-01-23,2.3785,2.5,2.3381,2.5
2013-01-24,2.4,2.6249,2.4,2.506
2013-01-25,2.5885,2.5885,2.4682,2.4877
2013-01-28,2.4823,2.6492,2.4823,2.5853
2013-01-29,2.5648,2.6006,2.5201,2.54
2013-01-30,2.5911,2.6176,2.563,2.6112
2013-01-31,2.5897,2.6226,2.565,2.6226
2013-02-01,2.6634,2.6709,2.569,2.5793
2013-02-04,2.58,2.6355,2.519,2.544
2013-02-05,2.5657,2.6686,2.5657,2.626
2013-02-06,2.5699,2.7255,2.556,2.7255
2013-02-07,2.7214,2.7214,2.637,2.637
2013-02-08,2.66,2.6911,2.627,2.627
2013-02-11,2.566,2.7,2.566,2.601
2013-02-12,2.6893,2.6909,2.591,2.62
2013-02-13,2.6405,2.6405,2.5856,2.6385
2013-02-14,2.697,2.697,2.6078,2.6421
2013-02-15,2.5873,2.678,2.539,2.539
2013-02-18,2.6314,2.6712,2.5247,2.5247
2013-02-19,2.5414,2.7437,2.5392,2.7437
2013-02-20,2.69,2.69,2.6026,2.6026
2013-02-21,2.5319,2.5319,2.3134,2.345
2013-02-22,2.4433,2.4768,2.3828,2.4768
2013-02-25,2.46,2.47,2.3036,2.348
2013-02-26,2.3028,2.4189,2.2534,2.3081
2013-02-27,2.322,2.42,2.322,2.42
2013-02-28,2.4488,2.4488,2.2943,2.404
2013-03-01,2.4224,2.4224,2.3158,2.34
2013-03-04,2.345,2.4861,2.3303,2.4
2013-03-05,2.4,2.5699,2.396,2.5188
2013-03-06,2.4992,2.6284,2.4992,2.5292
2013-03-07,2.5927,2.5946,2.5621,2.5946
2013-03-08,2.5718,2.7029,2.5013,2.6529
2013-03-11,2.6399,2.6563,2.611,2.611
2013-03-12,2.6813,2.6897,2.609,2.609
2013-03-13,2.6,2.7274,2.6,2.6732
2013-03-14,2.6477,2.6477,2.5356,2.5356
2013-03-15,2.525,2.525,2.3531,2.4002
2013-03-18,2.4574,2.4574,2.353,2.4387
2013-03-19,2.43,2.43,2.3728,2.3728
2013-03-20,2.3769,2.5163,2.3769,2.4175
2013-03-21,2.4534,2.5631,2.3863,2.4855
2013-03-22,2.4987,2.5448,2.4339,2.4606
2013-03-25,2.5422,2.68,2.5015,2.533
2013-03-26,2.653,2.653,2.533,2.533
2013-03-27,2.5666,2.5996,2.5666,2.569
2013-03-28,2.6144,2.62,2.5577,2.62
2013-03-29,2.6604,2.6604,2.5811,2.626
2013-04-01,2.893,3.195,2.81,2.9428
2013-04-02,2.9948,3.1134,2.9274,3.077
2013-04-03,3.0104,3.0104,2.7116,2.84
2013-04-04,2.7823,2.9009,2.769,2.9009
2013-04-05,2.8768,2.9,2.8,2.849
2013-04-08,2.897,2.9367,2.8324,2.8579
2013-04-09,2.9051,2.9051,2.7425,2.8
2013-04-10,2.7324,2.9312,2.7324,2.9161
2013-04-11,2.942,3.11,2.861,2.98
2013-04-12,2.9154,3.0442,2.9154,3.0127
2013-04-15,3.0,3.0,2.909,2.9457
2013-04-16,3.065,3.169,3.057,3.0697
2013-04-17,3.1404,3.16,3.0833,3.16
2013-04-18,3.1235,3.277,3.036,3.277
2013-04-19,3.2768,3.3608,3.203,3.2209
2013-04-22,3.36,3.483,3.3274,3.483
2013-04-23,3.4,3.585,3.4,3.4914
2013-04-24,3.5351,3.5351,3.381,3.381
2013-04-25,3.4065,3.5637,3.4064,3.5637
2013-04-26,3.604,3.7356,3.5124,3.5273
2013-04-29,3.5175,3.8047,3.4436,3.8047
2013-04-30,3.8737,4.0567,3.604,3.6922
2013-05-01,3.79,3.8235,3.553,3.553
2013-05-02,3.68,3.818,3.66,3.6732
2013-05-03,3.9082,3.9527,3.6683,3.6792
2013-05-06,3.9308,4.0374,3.8,4.0374
2013-05-07,4.3316,4.3316,3.689,3.7021
2013-05-08,3.9759,3.9759,3.7197,3.7197
2013-05-09,4.8451,5.1664,4.446,4.6641
2013-05-10,4.75,5.4,4.7142,5.2036
2013-05-13,5.4531,5.9709,5.2832,5.9662
2013-05-14,6.3044,6.6224,5.63,5.7911
2013-05-15,5.6375,5.8527,5.2314,5.8527
2013-05-16,6.342,6.5224,6.075,6.3222
2013-05-17,6.3103,6.4,6.054,6.4
2013-05-20,6.2198,6.4114,6.0334,6.091
2013-05-21,5.9343,6.0578,5.7597,5.9763
2013-05-22,5.893,6.089,5.8,5.816
2013-05-23,5.6827,6.5064,5.6827,6.433
2013-05-24,6.4615,6.77,6.4042,6.583
2013-05-28,6.8693,7.4414,6.8693,7.3663
2013-05-29,7.6509,7.83,6.7,7.014
2013-05-30,7.0076,7.5946,6.955,7.0854
2013-05-31,7.216,7.216,6.5618,6.5618
2013-06-03,6.8,6.8,5.9215,6.3747
2013-06-04,6.1947,6.587,6.16,6.5305
2013-06-05,6.37,6.8042,6.1046,6.409
2013-06-06,6.4524,6.737,6.4524,6.53
2013-06-07,6.7634,6.98,6.748,6.9719
2013-06-10,6.753,6.8776,6.753,6.82
2013-06-11,6.878,6.878,6.28,6.336
2013-06-12,6.4632,6.7407,6.4632,6.6276
2013-06-13,6.7,6.7944,6.3705,6.7944
2013-06-14,6.7569,6.8949,6.637,6.7309
2013-06-17,7.0891,7.2724,6.79,6.868
2013-06-18,7.0645,7.1841,6.7947,7.1841
2013-06-19,6.949,7.2263,6.949,7.0718
2013-06-20,7.0454,7.188,6.74,6.74
2013-06-21,7.1443,7.1443,6.6,6.7979
2013-06-24,6.7449,7.141,6.4242,6.987
2013-06-25,6.9536,7.1488,6.7248,6.9719
2013-06-26,7.2571,7.258,7.05,7.05
2013-06-27,7.4377,7.4377,7.2087,7.399
2013-06-28,7.4338,7.607,7.214,7.2634
2013-07-01,7.6252,8.2347,7.6104,8.0852
2013-07-02,7.9727,8.401,7.9,8.1734
2013-07-03,8.1317,8.1317,7.694,7.8238
2013-07-04,7.8802,8.34,7.739,7.8411
2013-07-05,8.0933,8.29,7.8966,8.29
2013-07-08,8.3457,8.3529,8.1892,8.3529
2013-07-09,8.641,8.6482,8.1951,8.61
2013-07-10,8.388,8.388,8.1953,8.3293
2013-07-11,8.4586,8.822,8.2621,8.581
2013-07-12,8.6992,8.9268,8.5817,8.86
2013-07-15,9.127,9.127,8.728,8.728
2013-07-16,8.627,8.627,7.3,7.3
2013-07-17,7.4232,8.4158,7.0101,8.4158
2013-07-18,8.2733,8.2733,7.8514,7.9544
2013-07-19,8.1,8.1052,8.0748,8.0748
2013-07-22,8.352,8.6021,8.091,8.347
2013-07-23,8.278,8.5146,8.2432,8.3445
2013-07-24,8.434,8.6,8.1246,8.1246
2013-07-25,8.1195,8.6872,8.0954,8.4408
2013-07-26,8.818,9.052,8.6307,9.028
2013-07-29,8.7751,9.1979,8.7751,9.1979
2013-07-30,9.3687,9.3687,8.8186,9.0203
2013-07-31,9.259,9.259,8.9257,9.027
2013-08-01,9.0,9.2861,8.9503,9.1243
2013-08-02,9.0,9.5253,9.0,9.3
2013-08-05,9.78,10.0875,9.38,9.8774
2013-08-06,10.0504,10.0504,9.4149,9.8594
2013-08-07,9.5393,9.8805,9.2441,9.2441
2013-08-08,10.3088,10.769,10.2644,10.631
2013-08-09,10.7,10.7,10.4292,10.5
2013-08-12,10.147,10.2036,9.86,10.2036
2013-08-13,10.0108,10.4424,9.8,9.9121
2013-08-14,9.7674,10.132,9.2965,9.3188
2013-08-15,9.5275,9.7709,9.0,9.4961
2013-08-16,9.7022,9.7434,9.546,9.7434
2013-08-19,9.9189,10.0003,9.688,10.0
2013-08-20,10.2739,10.4282,10.2739,10.386
2013-08-21,10.0,10.3205,9.9169,9.9169
2013-08-22,9.989,10.8603,9.989,10.6289
2013-08-23,10.964,11.0164,10.5696,11.0164
2013-08-26,11.1634,11.9825,11.0134,11.284
2013-08-27,11.2201,11.573,10.93,11.573
2013-08-28,11.6551,11.9691,11.2426,11.2426
2013-08-29,11.236,11.6789,10.879,11.1568
2013-08-30,11.3635,11.7926,11.3616,11.7926
2013-09-03,11.68,11.76,11.279,11.279
2013-09-04,11.68,11.68,11.257,11.5098
2013-09-05,11.391,11.7764,11.391,11.7764
2013-09-06,11.5967,11.8485,11.4425,11.4425
2013-09-09,11.1562,11.3728,10.6661,11.0575
2013-09-10,11.2198,11.5181,11.2066,11.5181
2013-09-11,11.1969,11.533,11.1969,11.3637
2013-09-12,11.0418,11.6204,10.8949,11.1264
2013-09-13,11.053,11.3759,11.053,11.252
2013-09-16,11.2,11.89,11.1936,11.3135
2013-09-17,11.213,11.628,11.0299,11.611
2013-09-18,11.142,11.5987,10.9946,11.5987
2013-09-19,11.4542,12.3941,11.4542,12.1954
2013-09-20,12.3141,12.8868,12.3141,12.331
2013-09-23,12.5653,12.5653,12.1141,12.259
2013-09-24,12.245,12.7335,11.9054,12.288
2013-09-25,12.2815,12.83,12.2815,12.4957
2013-09-26,12.45,12.9729,12.45,12.59
2013-09-27,12.76,13.137,12.6475,12.85
2013-09-30,12.9,13.5205,12.8988,13.5205
2013-10-01,12.9665,13.3726,12.9416,12.9416
2013-10-02,12.8531,13.412,11.721,12.3144
2013-10-03,11.7597,12.0448,11.7597,11.894
2013-10-04,12.0413,12.4443,11.94,12.0799
2013-10-07,12.272,12.8075,12.272,12.8075
2013-10-08,12.4049,12.7244,11.7137,11.7137
2013-10-09,12.166,12.166,10.8147,11.737
2013-10-10,11.6914,12.0823,11.5709,12.0823
2013-10-11,11.814,12.2199,11.6039,12.2199
2013-10-14,12.0044,12.5342,11.96,12.3989
2013-10-15,12.963,12.963,12.298,12.3892
2013-10-16,12.673,12.8808,12.3568,12.7533
2013-10-17,12.608,12.608,12.369,12.5287
2013-10-18,12.5923,12.8343,12.398,12.8343
2013-10-21,12.8108,12.8108,11.4,12.0561
2013-10-22,11.4267,12.163,11.078,11.618
2013-10-23,11.5885,11.931,11.0707,11.2452
2013-10-24,11.0,12.1095,11.0,11.7307
2013-10-25,11.716,11.716,11.337,11.337
2013-10-28,11.5014,11.5417,10.9445,11.3513
2013-10-29,10.9305,11.3798,10.4,11.3798
2013-10-30,11.0849,11.6328,11.0596,11.1377
2013-10-31,10.887,11.1201,10.28,10.7718
2013-11-01,11.2895,11.2895,10.898,11.1688
2013-11-04,11.0,12.1524,11.0,11.97
2013-11-05,12.16,12.3012,11.452,12.3012
2013-11-06,10.6364,11.1937,10.15,10.4188
2013-11-07,9.7031,9.95,9.4868,9.5541
2013-11-08,9.4035,9.5791,9.1953,9.3658
2013-11-11,9.7,10.1072,9.44,10.1072
2013-11-12,9.837,9.837,9.2015,9.2196
2013-11-13,9.5482,9.5738,9.2794,9.384
2013-11-14,9.4026,9.75,8.9924,9.1829
2013-11-15,9.5,9.5,9.1,9.1
2013-11-18,9.466,9.466,8.22,8.4347
2013-11-19,8.092,8.7,8.026,8.577
2013-11-20,8.5598,8.685,7.9958,8.466
2013-11-21,8.5171,8.5171,8.3905,8.48
2013-11-22,8.509,8.509,8.131,8.385
2013-11-25,8.4,8.4296,8.03,8.427
2013-11-26,8.2958,8.2958,7.86,8.1413
2013-11-27,8.1128,8.8191,8.1128,8.8191
2013-11-29,8.1047,8.6071,8.1047,8.6071
2013-12-02,8.7861,8.86,8.282,8.282
2013-12-03,9.0279,10.012,8.7904,9.904
2013-12-04,9.9909,9.9909,9.163,9.6289
2013-12-05,9.548,9.7571,9.5,9.6046
2013-12-06,9.864,9.864,9.51,9.544
2013-12-09,9.4926,9.8764,9.2109,9.87
2013-12-10,9.4399,10.1027,9.4399,9.5199
2013-12-11,9.6856,9.9668,9.3224,9.77
2013-12-12,9.3263,10.1744,9.237,9.9057
2013-12-13,10.3006,10.3006,10.0521,10.0995
2013-12-16,10.0,10.0688,9.86,10.0688
2013-12-17,10.0531,10.647,9.8993,10.647
2013-12-18,10.1517,10.3726,10.0,10.3394
2013-12-19,10.0684,10.0684,9.5334,9.5334
2013-12-20,9.6434,9.8797,9.6,9.6
2013-12-23,9.7422,10.1071,9.7422,9.91
2013-12-24,10.0,10.6677,10.0,10.558
2013-12-26,10.4478,10.8151,10.4478,10.8151
2013-12-27,10.8685,10.8685,10.2269,10.2269
2013-12-30,10.4328,10.8293,10.25,10.4833
2013-12-31,10.2717,10.5431,10.2717,10.4668
2014-01-02,10.4401,10.5046,9.85,10.5046
2014-01-03,10.0,10.2258,10.0,10.0678
2014-01-06,10.0,10.3388,9.9,9.9
2014-01-07,10.3275,10.4472,9.7971,10.2086
2014-01-08,10.1065,10.4082,10.1065,10.2081
2014-01-09,10.6121,10.6308,9.98,10.057
2014-01-10,10.0383,10.0893,9.9414,10.0893
2014-01-13,10.1112,10.1112,9.309,9.309
2014-01-14,9.7383,11.0578,9.402,11.0578
2014-01-15,11.6475,11.912,11.132,11.132
2014-01-16,10.9621,11.5631,10.9621,11.437
2014-01-17,11.804,11.804,11.2044,11.477
2014-01-21,11.481,12.2652,11.4226,12.2652
2014-01-22,12.24,12.3969,11.922,12.015
2014-01-23,11.8939,12.4,11.7223,12.4
2014-01-24,12.1689,12.1689,11.6923,11.94
2014-01-27,12.0392,12.1678,11.0393,11.66
2014-01-28,11.9518,12.462,11.5,12.099
2014-01-29,11.6879,12.038,11.6879,12.038
2014-01-30,12.0294,12.8382,12.0294,12.7132
2014-01-31,12.4708,12.8,11.91,12.601
2014-02-03,12.4304,12.8298,11.9764,11.9764
2014-02-04,12.0608,12.6203,12.0608,12.16
2014-02-05,11.9445,12.0493,11.664,11.664
2014-02-06,12.33,12.33,11.7429,12.202
2014-02-07,12.2464,12.8349,12.2163,12.8349
2014-02-10,13.1669,13.9291,12.7071,13.732
2014-02-11,13.4527,13.77,13.1538,13.437
2014-02-12,13.406,13.5917,13.406,13.5917
2014-02-13,13.2793,13.5184,12.9711,13.4194
2014-02-14,13.3,13.842,13.3,13.7753
2014-02-18,13.7005,14.2872,13.7005,13.91
2014-02-19,13.86,13.93,13.343,13.3713
2014-02-20,14.7402,14.7402,13.9231,14.379
2014-02-21,14.2704,14.6978,14.0166,14.0166
2014-02-24,14.5052,15.1695,14.409,14.94
2014-02-25,15.615,17.84,15.615,17.022
2014-02-26,18.0565,18.0565,17.0,17.6564
2014-02-27,17.9825,18.12,16.7616,17.307
2014-02-28,17.4441,17.4441,16.83,17.1029
2014-03-03,16.445,17.4641,15.786,17.209
2014-03-04,17.504,17.8042,16.9506,17.8042
2014-03-05,17.4836,17.5566,16.857,16.857
2014-03-06,17.0385,17.6664,16.8678,16.8678
2014-03-07,17.5857,17.62,16.361,16.424
2014-03-10,16.75,16.75,16.0278,16.1664
2014-03-11,15.884,16.6039,15.8712,16.0544
2014-03-12,15.974,17.2,15.9295,16.4446
2014-03-13,16.5442,16.5442,16.1,16.192
2014-03-14,15.754,15.8083,15.325,15.425
2014-03-17,16.0827,16.1187,15.9841,15.9841
2014-03-18,16.271,16.7,16.259,16.5828
2014-03-19,16.7071,16.7071,15.7353,15.7353
2014-03-20,15.765,15.9852,15.7222,15.7222
2014-03-21,16.3486,16.3486,15.5748,15.6886
2014-03-24,15.5315,15.7693,14.458,15.239
2014-03-25,15.2872,15.3134,14.5967,14.91
2014-03-26,15.2005,15.33,14.22,14.278
2014-03-27,14.8341,14.8341,13.9027,14.3026
2014-03-28,14.8194,14.988,14.495,14.495
2014-03-31,15.0207,15.0207,14.1179,14.5463
2014-04-01,14.0859,14.6789,14.068,14.6789
2014-04-02,15.2729,15.992,14.9974,15.6047
2014-04-03,15.8486,15.8915,15.5,15.7307
2014-04-04,15.687,15.687,14.4956,14.4956
2014-04-07,14.2942,14.4765,13.7164,14.3019
2014-04-08,15.0,15.0218,13.7691,14.969
2014-04-09,14.701,15.2759,14.1064,14.56
2014-04-10,15.0711,15.0711,13.789,14.2192
2014-04-11,13.7608,14.4,13.66,13.9833
2014-04-14,14.41,14.41,13.246,13.246
2014-04-15,13.7209,13.7209,12.398,13.3959
2014-04-16,13.2395,13.5583,12.899,13.491
2014-04-17,13.4173,13.637,13.1952,13.522
2014-04-21,13.4602,14.2335,13.2699,14.2335
2014-04-22,14.428,14.772,14.0862,14.772
2014-04-23,14.432,14.7013,13.889,13.889
2014-04-24,14.3571,14.8271,13.8036,14.1466
2014-04-25,13.8517,14.15,13.2509,13.9567
2014-04-28,13.4491,14.234,13.2,13.431
2014-04-29,13.798,14.1503,13.345,14.0269
2014-04-30,13.9171,14.2201,13.5631,14.2201
2014-05-01,14.4833,14.4833,13.9019,13.9681
2014-05-02,14.4521,14.7158,14.238,14.7158
2014-05-05,14.1783,14.7663,14.1783,14.5154
2014-05-06,14.6116,14.9598,14.16,14.2876
2014-05-07,14.045,14.672,13.38,14.035
2014-05-08,12.33,13.5,12.091,12.091
2014-05-09,12.0,12.4399,12.0,12.1804
2014-05-12,12.304,12.891,12.135,12.8404
2014-05-13,12.8526,13.112,12.3,12.8896
2014-05-14,13.194,13.4089,13.0137,13.299
2014-05-15,12.9134,13.0987,12.544,13.0987
2014-05-16,12.8,12.9685,12.8,12.8455
2014-05-19,12.7501,13.332,12.6929,13.1585
2014-05-20,13.3926,13.6984,13.0435,13.46
2014-05-21,13.352,13.3896,13.134,13.3896
2014-05-22,13.7755,13.9375,13.666,13.9375
2014-05-23,13.9033,14.4657,13.9,14.36
2014-05-27,14.2407,14.842,14.2407,14.282
2014-05-28,14.0,14.337,14.0,14.051
2014-05-29,14.214,14.512,14.035,14.338
2014-05-30,14.34,14.95,13.8596,14.0217
2014-06-02,14.456,14.456,13.6397,14.1428
2014-06-03,13.97,14.376,13.97,14.0356
2014-06-04,13.8668,14.2428,13.6423,13.9151
2014-06-05,13.9223,14.1243,13.9223,14.1091
2014-06-06,14.2789,14.494,14.169,14.2448
2014-06-09,13.8775,14.6897,13.8775,14.3511
2014-06-10,13.905,14.414,13.499,13.499
2014-06-11,13.8641,14.0071,13.4857,13.6511
2014-06-12,14.2148,14.517,13.717,13.717
2014-06-13,14.061,14.062,13.6152,14.062
2014-06-16,13.79,15.5314,13.79,15.366
2014-06-17,15.5238,15.8907,15.5238,15.7917
2014-06-18,16.1819,16.1819,15.3851,15.6441
2014-06-19,16.0041,16.0041,15.502,15.502
2014-06-20,15.7904,15.7904,15.63,15.63
2014-06-23,15.6304,16.4682,15.3729,16.3665
2014-06-24,16.2657,16.3241,15.5,15.5
2014-06-25,16.044,16.044,15.6095,15.8716
2014-06-26,16.4987,16.4987,15.9542,15.9686
2014-06-27,16.35,17.0,15.761,16.5297
2014-06-30,16.02,17.0429,16.02,16.617
2014-07-01,16.677,16.677,16.4958,16.4958
2014-07-02,16.107,16.8668,15.467,15.467
2014-07-03,15.9641,16.0059,15.5185,16.0059
2014-07-07,15.3382,15.5647,15.103,15.322
2014-07-08,15.2031,15.3638,14.8033,15.2174
2014-07-09,15.1116,15.2162,14.803,15.2162
2014-07-10,14.9679,15.3915,14.8061,14.8061
2014-07-11,14.8619,14.9316,14.647,14.647
2014-07-14,14.855,15.8507,14.6109,15.6522
2014-07-15,15.4795,15.4795,14.55,15.0432
2014-07-16,15.434,15.434,14.5429,14.5429
2014-07-17,14.782,14.9059,14.53,14.82
2014-07-18,14.5112,15.386,14.5112,15.386
2014-07-21,14.6594,15.1855,14.55,15.1855
2014-07-22,15.3477,15.3477,15.0349,15.0349
2014-07-23,14.8819,15.6339,14.6421,15.194
2014-07-24,14.9049,15.0856,14.82,15.0141
2014-07-25,14.882,15.749,14.882,15.2189
2014-07-28,15.35,16.0148,14.8523,15.399
2014-07-29,15.7557,15.98,15.0388,15.4094
2014-07-30,15.5161,15.5161,14.89,15.3246
2014-07-31,15.927,15.927,15.2469,15.514
2014-08-01,15.7184,16.3977,15.1671,16.0491
2014-08-04,16.1497,16.809,15.8828,16.1681
2014-08-05,16.5194,16.5327,16.3801,16.5327
2014-08-06,16.0298,17.104,16.0298,17.0716
2014-08-07,17.4889,17.8169,17.27,17.27
2014-08-08,17.256,17.33,16.74,16.74
2014-08-11,17.484,18.1497,17.0,17.815
2014-08-12,17.405,17.6508,17.064,17.615
2014-08-13,18.2259,18.2259,17.492,17.492
2014-08-14,17.9487,18.1582,17.7646,17.7646
2014-08-15,18.005,18.005,17.2973,17.5152
2014-08-18,18.25,18.4561,17.3778,18.0495
2014-08-19,17.925,18.0065,16.9655,17.2961
2014-08-20,17.152,17.4618,17.0259,17.2346
2014-08-21,17.4987,18.039,17.45,17.45
2014-08-22,17.6124,17.7,17.2331,17.4152
2014-08-25,17.7289,18.3778,17.2405,18.034
2014-08-26,18.2367,18.3,17.9422,17.9422
2014-08-27,17.804,17.9463,17.804,17.94
2014-08-28,17.6342,18.512,17.4756,18.4195
2014-08-29,18.6059,18.716,18.03,18.03
2014-09-01,18.5307,19.5954,18.2,18.2
2014-09-02,18.7364,19.5837,18.6889,19.5674
2014-09-03,19.853,20.0,19.1793,19.201
2014-09-04,19.01,19.6499,19.01,19.6499
2014-09-05,19.2837,19.57,18.9535,19.0736
2014-09-08,18.689,19.691,18.689,19.1823
2014-09-09,19.588,19.588,19.1451,19.4319
2014-09-10,19.534,19.6986,18.253,18.75
2014-09-11,19.0467,19.5953,19.0467,19.5953
2014-09-12,19.3,19.323,18.9949,19.323
2014-09-15,18.4029,19.0929,17.231,17.699
2014-09-16,17.34,17.8775,17.053,17.8775
2014-09-17,17.639,18.5084,17.639,17.9824
2014-09-18,18.2213,18.2213,18.035,18.035
2014-09-19,17.2332,18.091,17.2332,18.091
2014-09-22,17.0,17.3944,16.912,17.3944
2014-09-23,16.964,17.099,16.794,17.099
2014-09-24,16.97,17.1804,16.8255,17.1804
2014-09-25,17.5754,17.5754,16.7092,16.7092
2014-09-26,16.85,17.282,16.85,16.96
2014-09-29,16.8994,17.124,16.68,16.7615
2014-09-30,16.7741,17.1,16.2713,16.2713
2014-10-01,16.7188,16.7509,15.77,16.201
2014-10-02,16.76,17.1709,16.76,17.0826
2014-10-03,17.1798,17.3978,17.017,17.017
2014-10-06,17.7488,17.8563,17.2635,17.4241
2014-10-07,17.3522,18.1657,17.3522,17.7705
2014-10-08,18.2,18.2,16.9203,17.8269
2014-10-09,17.8416,17.947,17.581,17.581
2014-10-10,17.015,17.015,15.99,15.99
2014-10-13,16.0077,16.0621,15.2671,15.6833
2014-10-14,15.8698,15.8855,14.958,15.8855
2014-10-15,15.1176,15.9877,14.835,15.754
2014-10-16,15.092,15.78,15.092,15.78
2014-10-17,15.614,16.202,15.2791,15.2791
2014-10-20,15.3096,15.9431,15.3096,15.9091
2014-10-21,15.835,16.4231,15.51,16.4231
2014-10-22,15.618,16.421,15.5373,15.5373
2014-10-23,15.8086,16.11,15.766,15.766
2014-10-24,16.3876,16.3876,15.929,15.929
2014-10-27,16.1993,16.1993,14.862,14.862
2014-10-28,16.0398,16.9819,15.9766,16.9819
2014-10-29,16.5888,16.9,16.1916,16.3182
2014-10-30,16.576,16.8037,15.7403,16.103
